Time,Altitude,Velocity,Temperature (F),Voltage
119.90, 872, -20, 81.18, 7.70
119.95, 873, -20, 81.16, 7.70
120.00, 873, -21, 81.18, 7.70
120.05, 871, -21, 81.18, 7.70
120.10, 871, -21, 81.16, 7.70
120.15, 870, -22, 81.18, 7.70
120.20, 868, -22, 81.16, 7.70
120.25, 865, -22, 81.18, 7.70
120.30, 862, -23, 81.18, 7.70
120.35, 860, -23, 81.18, 7.70
120.40, 861, -23, 81.18, 7.70
120.45, 861, -23, 81.18, 7.70
120.50, 860, -24, 81.16, 7.70
120.55, 862, -24, 81.18, 7.70
120.60, 861, -24, 81.18, 7.70
120.65, 861, -24, 81.18, 7.70
120.70, 859, -24, 81.16, 7.70
120.75, 856, -24, 81.18, 7.70
120.80, 854, -24, 81.18, 7.70
120.85, 854, -24, 81.18, 7.70
120.90, 852, -25, 81.18, 7.70
120.95, 850, -26, 81.18, 7.70
121.00, 846, -26, 81.18, 7.70
121.05, 844, -27, 81.18, 7.70
121.10, 841, -27, 81.19, 7.70
121.15, 841, -26, 81.18, 7.70
121.20, 839, -26, 81.19, 7.70
121.25, 839, -25, 81.18, 7.70
121.30, 839, -24, 81.18, 7.70
121.35, 837, -24, 81.19, 7.70
121.40, 837, -24, 81.18, 7.70
121.45, 836, -25, 81.19, 7.70
121.50, 835, -25, 81.18, 7.70
121.55, 834, -26, 81.19, 7.70
121.60, 833, -25, 81.19, 7.70
121.65, 832, -25, 81.19, 7.70
121.70, 828, -24, 81.21, 7.70
121.75, 827, -23, 81.19, 7.70
121.80, 825, -22, 81.21, 7.70
121.85, 825, -22, 81.19, 7.70
121.90, 823, -23, 81.19, 7.70
121.95, 821, -23, 81.21, 7.70
122.00, 818, -24, 81.21, 7.70
122.05, 817, -23, 81.21, 7.70
122.10, 818, -23, 81.21, 7.70
122.15, 817, -23, 81.21, 7.70
122.20, 817, -23, 81.21, 7.70
122.25, 816, -23, 81.21, 7.70
122.30, 814, -23, 81.21, 7.70
122.35, 814, -24, 81.21, 7.70
122.40, 812, -23, 81.21, 7.70
122.45, 811, -23, 81.21, 7.70
122.50, 810, -22, 81.21, 7.70
122.55, 810, -20, 81.21, 7.70
122.60, 811, -19, 81.21, 7.70
122.65, 813, -18, 81.19, 7.70
122.70, 813, -17, 81.19, 7.70
122.75, 813, -16, 81.19, 7.70
122.80, 811, -16, 81.21, 7.70
122.85, 808, -16, 81.21, 7.70
122.90, 803, -17, 81.21, 7.70
122.95, 798, -17, 81.21, 7.70
123.00, 798, -18, 81.21, 7.70
123.05, 797, -19, 81.19, 7.70
123.10, 797, -20, 81.19, 7.70
123.15, 796, -21, 81.21, 7.70
123.20, 794, -22, 81.19, 7.70
123.25, 792, -23, 81.21, 7.70
123.30, 791, -23, 81.19, 7.70
123.35, 789, -23, 81.21, 7.70
123.40, 791, -22, 81.18, 7.70
123.45, 792, -21, 81.19, 7.70
123.50, 795, -21, 81.19, 7.70
123.55, 796, -21, 81.19, 7.70
123.60, 798, -22, 81.18, 7.70
123.65, 797, -23, 81.19, 7.70
123.70, 796, -24, 81.18, 7.70
123.75, 795, -25, 81.18, 7.70
123.80, 793, -25, 81.18, 7.70
123.85, 790, -25, 81.18, 7.70
123.90, 786, -24, 81.19, 7.70
123.95, 787, -24, 81.19, 7.70
124.00, 783, -23, 81.18, 7.70
124.05, 779, -23, 81.19, 7.70
124.10, 776, -22, 81.21, 7.70
124.15, 770, -22, 81.21, 7.70
124.20, 770, -22, 81.21, 7.70
124.25, 771, -23, 81.21, 7.70
124.30, 767, -23, 81.19, 7.70
124.35, 767, -23, 81.21, 7.70
124.40, 771, -23, 81.21, 7.70
124.45, 774, -22, 81.18, 7.70
124.50, 772, -21, 81.19, 7.70
124.55, 768, -20, 81.21, 7.70
124.60, 766, -19, 81.21, 7.70
124.65, 764, -19, 81.21, 7.70
124.70, 763, -19, 81.21, 7.70
124.75, 760, -20, 81.21, 7.70
124.80, 759, -20, 81.21, 7.70
124.85, 756, -21, 81.21, 7.70
124.90, 753, -21, 81.21, 7.70
124.95, 754, -21, 81.21, 7.70
125.00, 752, -22, 81.21, 7.70
125.05, 755, -22, 81.21, 7.70
125.10, 753, -23, 81.21, 7.70
125.15, 749, -23, 81.21, 7.70
125.20, 748, -24, 81.19, 7.70
125.25, 747, -24, 81.21, 7.70
125.30, 745, -24, 81.21, 7.70
125.35, 744, -23, 81.21, 7.70
125.40, 748, -22, 81.18, 7.70
125.45, 752, -21, 81.18, 7.70
125.50, 758, -18, 81.16, 7.70
125.55, 762, -16, 81.16, 7.70
125.60, 763, -15, 81.14, 7.70
125.65, 761, -15, 81.14, 7.70
125.70, 756, -16, 81.16, 7.70
125.75, 752, -18, 81.16, 7.70
125.80, 749, -19, 81.18, 7.70
125.85, 747, -19, 81.18, 7.70
125.90, 744, -20, 81.16, 7.70
125.95, 741, -21, 81.18, 7.70
126.00, 737, -21, 81.18, 7.70
126.05, 731, -21, 81.18, 7.70
126.10, 725, -21, 81.18, 7.70
126.15, 724, -20, 81.18, 7.70
126.20, 722, -19, 81.19, 7.70
126.25, 721, -18, 81.19, 7.70
126.30, 722, -18, 81.19, 7.70
126.35, 726, -18, 81.18, 7.70
126.40, 728, -19, 81.18, 7.70
126.45, 734, -21, 81.16, 7.70
126.50, 742, -23, 81.14, 7.70
126.55, 745, -26, 81.14, 7.70
126.60, 740, -28, 81.14, 7.70
126.65, 728, -30, 81.18, 7.70
126.70, 723, -30, 81.16, 7.70
126.75, 721, -30, 81.18, 7.70
126.80, 718, -30, 81.18, 7.70
126.85, 717, -29, 81.18, 7.70
126.90, 715, -28, 81.18, 7.70
126.95, 710, -26, 81.18, 7.70
127.00, 708, -23, 81.18, 7.90
127.05, 711, -21, 81.18, 7.70
127.10, 712, -19, 81.16, 7.70
127.15, 711, -18, 81.16, 7.70
127.20, 710, -18, 81.14, 7.70
127.25, 710, -18, 81.14, 7.70
127.30, 712, -19, 81.14, 7.70
127.35, 715, -21, 81.14, 7.70
127.40, 713, -24, 81.14, 7.70
127.45, 713, -27, 81.14, 7.70
127.50, 709, -30, 81.16, 7.70
127.55, 704, -31, 81.16, 7.70
127.60, 700, -31, 81.16, 7.70
127.65, 697, -30, 81.14, 7.70
127.70, 693, -28, 81.16, 7.70
127.75, 691, -27, 81.16, 7.70
127.80, 689, -25, 81.14, 7.70
127.85, 687, -24, 81.14, 7.70
127.90, 687, -24, 81.14, 7.70
127.95, 689, -24, 81.14, 7.70
128.00, 695, -25, 81.12, 7.70
128.05, 694, -26, 81.12, 7.70
128.10, 691, -27, 81.14, 7.70
128.15, 688, -27, 81.12, 7.70
128.20, 687, -27, 81.12, 8.00
128.25, 686, -28, 81.14, 7.70
128.30, 685, -28, 81.14, 7.70
128.35, 685, -29, 81.12, 7.70
128.40, 683, -30, 81.14, 7.70
128.45, 680, -30, 81.14, 7.70
128.50, 675, -29, 81.14, 7.70
128.55, 674, -27, 81.14, 7.70
128.60, 672, -25, 81.14, 7.70
128.65, 671, -23, 81.14, 7.70
128.70, 669, -22, 81.14, 7.70
128.75, 668, -22, 81.14, 7.70
128.80, 670, -22, 81.14, 7.70
128.85, 670, -22, 81.14, 7.70
128.90, 666, -23, 81.14, 7.70
128.95, 661, -24, 81.16, 7.70
129.00, 658, -24, 81.16, 7.70
129.05, 658, -23, 81.16, 7.70
129.10, 658, -22, 81.16, 7.70
129.15, 658, -21, 81.16, 7.70
129.20, 659, -20, 81.14, 7.70
129.25, 658, -20, 81.14, 7.70
129.30, 655, -20, 81.16, 7.70
129.35, 652, -20, 81.16, 7.70
129.40, 653, -21, 81.14, 7.90
129.45, 650, -21, 81.18, 7.70
129.50, 651, -21, 81.16, 7.70
129.55, 651, -20, 81.18, 7.70
129.60, 653, -20, 81.14, 7.70
129.65, 653, -20, 81.14, 7.70
129.70, 651, -20, 81.16, 7.70
129.75, 647, -20, 81.18, 7.70
129.80, 645, -21, 81.18, 7.70
129.85, 643, -21, 81.18, 7.70
129.90, 643, -21, 81.16, 7.70
129.95, 642, -20, 81.18, 7.70
130.00, 646, -20, 81.16, 7.70
130.05, 648, -20, 81.14, 7.70
130.10, 649, -21, 81.14, 7.70
130.15, 650, -22, 81.16, 7.70
130.20, 651, -22, 81.14, 7.70
130.25, 646, -22, 81.14, 7.70
130.30, 645, -21, 81.14, 7.70
130.35, 641, -20, 81.16, 7.70
130.40, 637, -19, 81.14, 7.70
130.45, 636, -18, 81.14, 7.70
130.50, 634, -17, 81.14, 7.70
130.55, 633, -17, 81.16, 7.70
130.60, 636, -17, 81.14, 8.00
130.65, 630, -17, 81.14, 7.70
130.70, 629, -17, 81.14, 7.70
130.75, 628, -16, 81.14, 7.70
130.80, 626, -15, 81.14, 7.70
130.85, 623, -14, 81.16, 7.70
130.90, 624, -13, 81.14, 7.70
130.95, 621, -14, 81.14, 7.70
131.00, 619, -15, 81.14, 7.70
131.05, 616, -17, 81.16, 7.70
131.10, 616, -19, 81.14, 7.70
131.15, 615, -21, 81.14, 7.70
131.20, 614, -23, 81.14, 7.70
131.25, 612, -24, 81.16, 7.70
131.30, 613, -24, 81.14, 7.70
131.35, 614, -23, 81.14, 7.70
131.40, 618, -23, 81.14, 7.70
131.45, 620, -23, 81.14, 7.70
131.50, 621, -22, 81.12, 7.70
131.55, 619, -20, 81.12, 7.70
131.60, 618, -19, 81.12, 7.70
131.65, 615, -16, 81.14, 7.70
131.70, 615, -14, 81.12, 7.70
131.75, 616, -13, 81.12, 7.70
131.80, 619, -12, 81.07, 7.90
131.85, 618, -11, 81.12, 7.70
131.90, 619, -11, 81.12, 7.70
131.95, 618, -10, 81.12, 7.70
132.00, 616, -9, 81.12, 7.70
132.05, 614, -9, 81.12, 7.70
132.10, 608, -10, 81.12, 7.70
132.15, 602, -12, 81.14, 7.70
132.20, 596, -15, 81.14, 7.70
132.25, 595, -17, 81.14, 7.70
132.30, 599, -18, 81.14, 7.70
132.35, 597, -19, 81.14, 7.70
132.40, 590, -19, 81.14, 7.70
132.45, 586, -19, 81.14, 7.70
132.50, 592, -20, 81.14, 7.70
132.55, 598, -21, 81.14, 7.70
132.60, 601, -23, 81.14, 7.70
132.65, 604, -24, 81.12, 7.70
132.70, 603, -26, 81.12, 7.70
132.75, 603, -27, 81.12, 7.70
132.80, 602, -29, 81.12, 7.70
132.85, 601, -30, 81.12, 7.70
132.90, 602, -31, 81.10, 7.70
132.95, 603, -31, 81.10, 7.70
133.00, 603, -30, 81.09, 7.70
133.05, 599, -29, 81.10, 7.70
133.10, 593, -27, 81.10, 7.70
133.15, 585, -25, 81.12, 7.70
133.20, 575, -24, 81.12, 7.70
133.25, 569, -23, 81.12, 7.70
133.30, 577, -22, 81.09, 7.70
133.35, 587, -22, 81.09, 7.70
133.40, 587, -22, 81.07, 7.70
133.45, 581, -22, 81.07, 7.70
133.50, 576, -22, 81.09, 7.70
133.55, 573, -23, 81.09, 7.70
133.60, 571, -23, 81.09, 7.70
133.65, 566, -22, 81.10, 7.70
133.70, 562, -22, 81.09, 7.70
133.75, 559, -21, 81.10, 7.70
133.80, 560, -22, 81.09, 7.70
133.85, 557, -22, 81.09, 7.70
133.90, 556, -24, 81.09, 7.70
133.95, 556, -25, 81.07, 7.70
134.00, 556, -27, 81.09, 7.70
134.05, 554, -28, 81.09, 7.70
134.10, 552, -27, 81.09, 7.70
134.15, 552, -26, 81.07, 7.70
134.20, 556, -24, 81.05, 7.90
134.25, 553, -22, 81.07, 7.70
134.30, 553, -22, 81.09, 7.70
134.35, 550, -22, 81.09, 7.70
134.40, 547, -22, 81.09, 7.70
134.45, 549, -21, 81.09, 7.70
134.50, 550, -21, 81.07, 7.70
134.55, 554, -20, 81.09, 7.70
134.60, 560, -21, 81.07, 7.70
134.65, 563, -21, 81.05, 7.70
134.70, 562, -22, 81.05, 7.70
134.75, 562, -22, 81.05, 7.70
134.80, 559, -22, 81.05, 7.70
134.85, 556, -22, 81.05, 7.70
134.90, 554, -21, 81.05, 7.70
134.95, 549, -20, 81.05, 7.70
135.00, 542, -19, 81.05, 7.70
135.05, 535, -18, 81.07, 7.70
135.10, 530, -17, 81.05, 7.70
135.15, 530, -17, 81.05, 7.70
135.20, 535, -17, 81.03, 7.70
135.25, 538, -18, 81.03, 7.70
135.30, 539, -19, 81.03, 7.70
135.35, 540, -21, 81.03, 7.70
135.40, 543, -22, 81.01, 7.80
135.45, 539, -23, 81.01, 7.70
135.50, 534, -25, 81.03, 7.70
135.55, 530, -26, 81.03, 7.70
135.60, 525, -28, 81.03, 7.70
135.65, 519, -29, 81.05, 7.70
135.70, 515, -30, 81.05, 7.70
135.75, 516, -30, 81.05, 7.70
135.80, 516, -30, 81.05, 7.70
135.85, 515, -30, 81.05, 7.70
135.90, 515, -29, 81.05, 7.70
135.95, 516, -27, 81.05, 7.70
136.00, 516, -25, 81.05, 7.70
136.05, 522, -24, 81.03, 7.70
136.10, 525, -23, 81.03, 7.70
136.15, 523, -23, 81.03, 7.70
136.20, 519, -25, 81.03, 7.70
136.25, 512, -27, 81.05, 7.70
136.30, 509, -29, 81.05, 7.70
136.35, 507, -30, 81.05, 7.70
136.40, 504, -31, 81.05, 7.70
136.45, 502, -30, 81.05, 7.70
136.50, 502, -27, 81.05, 7.70
136.55, 504, -25, 81.05, 7.70
136.60, 506, -22, 81.03, 7.90
136.65, 502, -20, 81.05, 7.70
136.70, 501, -18, 81.05, 7.70
136.75, 498, -18, 81.05, 7.70
136.80, 498, -19, 81.05, 7.70
136.85, 496, -20, 81.05, 7.70
136.90, 493, -22, 81.05, 7.70
136.95, 493, -23, 81.05, 7.70
137.00, 491, -25, 81.05, 7.70
137.05, 490, -27, 81.05, 7.70
137.10, 489, -28, 81.05, 7.70
137.15, 487, -28, 81.05, 7.70
137.20, 484, -27, 81.05, 7.70
137.25, 483, -26, 81.05, 7.70
137.30, 480, -25, 81.05, 7.70
137.35, 477, -24, 81.05, 7.70
137.40, 477, -23, 81.03, 7.70
137.45, 479, -23, 81.05, 7.70
137.50, 484, -24, 81.03, 7.70
137.55, 483, -25, 81.03, 7.70
137.60, 484, -25, 81.03, 7.70
137.65, 485, -26, 81.03, 7.70
137.70, 480, -26, 81.03, 7.70
137.75, 478, -24, 81.03, 7.70
137.80, 478, -22, 81.03, 7.70
137.85, 472, -19, 81.03, 7.70
137.90, 472, -17, 81.03, 7.70
137.95, 469, -15, 81.03, 7.70
138.00, 467, -14, 81.05, 7.70
138.05, 466, -13, 81.05, 7.70
138.10, 466, -12, 81.05, 7.70
138.15, 467, -13, 81.03, 7.70
138.20, 465, -14, 81.05, 7.70
138.25, 462, -16, 81.05, 7.70
138.30, 458, -18, 81.05, 7.70
138.35, 458, -20, 81.05, 7.70
138.40, 460, -22, 81.05, 7.70
138.45, 459, -22, 81.03, 7.70
138.50, 456, -22, 81.05, 7.70
138.55, 453, -23, 81.05, 7.70
138.60, 450, -22, 81.07, 7.70
138.65, 448, -21, 81.07, 7.70
138.70, 449, -20, 81.05, 7.70
138.75, 453, -18, 81.05, 7.70
138.80, 459, -17, 81.03, 7.70
138.85, 463, -16, 81.03, 7.70
138.90, 465, -16, 81.03, 7.70
138.95, 465, -17, 81.03, 7.70
139.00, 466, -19, 81.03, 7.70
139.05, 466, -20, 81.03, 7.70
139.10, 466, -21, 81.03, 7.70
139.15, 463, -22, 81.03, 7.70
139.20, 452, -21, 81.03, 7.70
139.25, 439, -20, 81.05, 7.70
139.30, 438, -18, 81.05, 7.70
139.35, 433, -16, 81.07, 7.70
139.40, 433, -15, 81.05, 7.70
139.45, 441, -14, 81.03, 7.70
139.50, 441, -14, 81.05, 7.70
139.55, 439, -15, 81.03, 7.70
139.60, 438, -16, 81.05, 7.70
139.65, 440, -19, 81.03, 7.70
139.70, 444, -22, 81.03, 7.70
139.75, 447, -25, 81.03, 7.70
139.80, 447, -28, 81.03, 7.70
139.85, 442, -30, 81.03, 7.70
139.90, 436, -31, 81.03, 7.70
139.95, 432, -32, 81.03, 7.70
140.00, 424, -32, 81.05, 7.70
140.05, 423, -32, 81.05, 7.70
140.10, 422, -32, 81.05, 7.70
140.15, 420, -31, 81.05, 7.70
140.20, 422, -28, 81.05, 7.70
140.25, 427, -25, 81.03, 7.70
140.30, 429, -22, 81.05, 7.70
140.35, 429, -19, 81.03, 7.70
140.40, 431, -18, 81.03, 7.70
140.45, 430, -18, 81.03, 7.70
140.50, 428, -20, 81.03, 7.70
140.55, 421, -22, 81.03, 7.70
140.60, 415, -24, 81.03, 7.70
140.65, 407, -27, 81.05, 7.70
140.70, 403, -30, 81.09, 7.70
140.75, 401, -31, 81.07, 7.70
140.80, 401, -32, 81.05, 7.70
140.85, 402, -30, 81.05, 7.70
140.90, 402, -27, 81.05, 7.70
140.95, 403, -25, 81.03, 7.70
141.00, 404, -23, 81.03, 7.70
141.05, 403, -22, 81.03, 7.70
141.10, 397, -23, 81.05, 7.70
141.15, 392, -25, 81.05, 7.70
141.20, 392, -27, 81.05, 7.70
141.25, 395, -29, 81.05, 7.70
141.30, 399, -31, 81.03, 7.70
141.35, 405, -32, 81.03, 7.70
141.40, 412, -33, 81.01, 7.70
141.45, 400, -33, 81.03, 7.70
141.50, 396, -32, 81.03, 7.70
141.55, 392, -31, 81.05, 7.70
141.60, 389, -28, 81.05, 7.70
141.65, 385, -26, 81.05, 7.70
141.70, 381, -25, 81.05, 7.70
141.75, 379, -24, 81.05, 7.70
141.80, 379, -24, 81.05, 7.70
141.85, 382, -24, 81.03, 7.70
141.90, 385, -24, 81.03, 7.70
141.95, 388, -24, 81.03, 7.70
142.00, 386, -24, 81.03, 7.70
142.05, 378, -23, 81.05, 7.70
142.10, 372, -21, 81.05, 7.70
142.15, 368, -20, 81.03, 7.70
142.20, 368, -20, 81.05, 7.70
142.25, 368, -22, 81.03, 7.70
142.30, 365, -25, 81.05, 7.70
142.35, 364, -28, 81.03, 7.70
142.40, 363, -30, 81.03, 7.70
142.45, 361, -31, 81.05, 7.70
142.50, 360, -31, 81.05, 7.70
142.55, 359, -29, 81.05, 7.70
142.60, 360, -28, 81.03, 7.70
142.65, 357, -27, 81.05, 7.70
142.70, 356, -26, 81.05, 7.70
142.75, 354, -25, 81.05, 7.70
142.80, 354, -26, 81.05, 7.70
142.85, 355, -27, 81.05, 7.70
142.90, 355, -28, 81.03, 7.70
142.95, 355, -29, 81.03, 7.70
143.00, 356, -28, 81.03, 7.70
143.05, 357, -25, 81.03, 7.70
143.10, 356, -23, 81.03, 7.70
143.15, 358, -22, 81.03, 7.70
143.20, 356, -21, 81.03, 7.70
143.25, 353, -22, 81.03, 7.70
143.30, 349, -23, 81.03, 7.70
143.35, 342, -23, 81.05, 7.70
143.40, 338, -23, 81.05, 7.70
143.45, 337, -23, 81.03, 7.70
143.50, 335, -22, 81.03, 7.70
143.55, 333, -21, 81.05, 7.70
143.60, 334, -20, 81.05, 7.70
143.65, 333, -19, 81.03, 7.70
143.70, 333, -18, 81.03, 7.70
143.75, 332, -17, 81.03, 7.70
143.80, 330, -18, 81.03, 7.70
143.85, 327, -19, 81.05, 7.70
143.90, 325, -20, 81.03, 7.70
143.95, 327, -22, 81.03, 7.70
144.00, 329, -24, 81.03, 7.70
144.05, 330, -26, 81.03, 7.70
144.10, 332, -28, 81.01, 7.70
144.15, 328, -29, 81.03, 7.70
144.20, 324, -29, 81.03, 7.70
144.25, 320, -28, 81.03, 7.70
144.30, 317, -27, 81.03, 7.70
144.35, 317, -26, 81.01, 7.70
144.40, 315, -25, 81.00, 7.70
144.45, 315, -24, 81.03, 7.70
144.50, 318, -24, 81.00, 7.70
144.55, 319, -25, 81.01, 7.70
144.60, 321, -25, 81.00, 7.70
144.65, 321, -26, 81.00, 7.70
144.70, 323, -26, 81.00, 7.70
144.75, 322, -26, 81.00, 7.70
144.80, 321, -26, 80.98, 7.70
144.85, 316, -26, 81.00, 7.70
144.90, 312, -26, 81.00, 7.70
144.95, 307, -27, 81.01, 7.70
145.00, 304, -27, 81.03, 7.70
145.05, 302, -28, 81.01, 7.70
145.10, 300, -28, 81.00, 7.70
145.15, 298, -27, 81.01, 7.70
145.20, 296, -25, 81.01, 7.70
145.25, 295, -24, 81.00, 7.70
145.30, 294, -22, 81.00, 7.70
145.35, 292, -21, 81.00, 7.70
145.40, 291, -21, 81.00, 7.70
145.45, 289, -22, 81.00, 7.70
145.50, 287, -23, 81.03, 7.70
145.55, 283, -24, 81.01, 7.70
145.60, 283, -25, 81.00, 7.70
145.65, 280, -25, 81.00, 7.70
145.70, 281, -25, 81.00, 7.70
145.75, 279, -25, 81.00, 7.70
145.80, 279, -26, 81.00, 7.70
145.85, 277, -26, 81.00, 7.70
145.90, 277, -26, 81.00, 7.70
145.95, 274, -26, 81.00, 7.70
146.00, 274, -25, 81.00, 7.70
146.05, 272, -24, 81.00, 7.70
146.10, 273, -24, 80.98, 7.70
146.15, 274, -23, 81.00, 7.70
146.20, 275, -23, 81.00, 7.70
146.25, 277, -23, 80.98, 7.70
146.30, 278, -24, 80.96, 7.70
146.35, 276, -24, 80.98, 7.70
146.40, 275, -24, 80.98, 7.70
146.45, 271, -24, 81.00, 7.70
146.50, 271, -23, 80.98, 7.70
146.55, 270, -23, 80.98, 7.70
146.60, 273, -23, 80.96, 7.70
146.65, 275, -23, 80.96, 7.70
146.70, 275, -23, 80.96, 7.70
146.75, 270, -22, 80.98, 7.70
146.80, 263, -22, 81.00, 7.70
146.85, 259, -22, 81.00, 7.70
146.90, 256, -22, 81.01, 7.70
146.95, 256, -22, 81.00, 7.70
147.00, 255, -22, 81.00, 7.70
147.05, 254, -22, 81.00, 7.70
147.10, 253, -23, 81.00, 7.70
147.15, 253, -24, 81.00, 7.70
147.20, 251, -25, 81.00, 7.70
147.25, 246, -26, 81.00, 7.70
147.30, 245, -26, 81.00, 7.70
147.35, 243, -26, 81.00, 7.70
147.40, 243, -26, 81.00, 7.70
147.45, 242, -26, 80.98, 7.70
147.50, 239, -26, 81.00, 7.70
147.55, 239, -27, 81.00, 7.70
147.60, 237, -27, 81.00, 7.70
147.65, 235, -28, 81.00, 7.70
147.70, 237, -28, 80.98, 7.70
147.75, 235, -27, 81.00, 7.70
147.80, 234, -26, 81.00, 7.70
147.85, 232, -25, 80.96, 7.70
147.90, 233, -24, 80.98, 7.70
147.95, 232, -24, 80.98, 7.70
148.00, 230, -24, 80.98, 7.70
148.05, 229, -25, 80.98, 7.70
148.10, 228, -25, 80.98, 7.70
148.15, 228, -24, 80.96, 7.70
148.20, 224, -24, 80.96, 7.70
148.25, 226, -23, 80.98, 7.70
148.30, 224, -22, 80.96, 7.70
148.35, 223, -21, 80.98, 7.70
148.40, 223, -20, 80.96, 7.70
148.45, 222, -19, 80.96, 7.70
148.50, 221, -17, 80.96, 7.70
148.55, 218, -16, 81.00, 7.70
148.60, 218, -14, 80.98, 7.70
148.65, 217, -14, 80.98, 7.70
148.70, 217, -14, 80.98, 7.70
148.75, 214, -15, 80.98, 7.70
148.80, 211, -17, 81.00, 7.70
148.85, 210, -18, 81.00, 7.70
148.90, 208, -19, 81.00, 7.70
148.95, 208, -21, 81.00, 7.70
149.00, 207, -22, 81.00, 7.70
149.05, 203, -22, 81.00, 7.70
149.10, 204, -23, 80.96, 7.70
149.15, 203, -23, 80.98, 7.70
149.20, 204, -23, 80.96, 7.70
149.25, 204, -23, 80.96, 7.70
149.30, 203, -23, 80.96, 7.70
149.35, 202, -23, 80.96, 7.70
149.40, 203, -24, 80.96, 7.70
149.45, 205, -24, 80.96, 7.70
149.50, 210, -24, 80.94, 7.70
149.55, 213, -24, 80.94, 7.70
149.60, 211, -23, 80.94, 7.70
149.65, 209, -23, 80.94, 7.70
149.70, 206, -23, 80.96, 7.70
149.75, 203, -22, 80.96, 7.70
149.80, 197, -20, 80.96, 7.70
149.85, 195, -19, 80.96, 7.70
149.90, 189, -17, 80.96, 7.70
149.95, 187, -15, 80.96, 7.70
150.00, 186, -14, 80.94, 7.70
150.05, 185, -13, 80.98, 7.70
150.10, 182, -12, 80.96, 7.70
150.15, 181, -12, 80.94, 7.70
150.20, 178, -12, 80.96, 7.70
150.25, 181, -12, 80.94, 7.70
150.30, 179, -13, 80.94, 7.70
150.35, 176, -14, 80.94, 7.70
150.40, 173, -16, 80.94, 7.70
150.45, 174, -19, 80.94, 7.70
150.50, 173, -21, 80.96, 7.70
150.55, 173, -23, 80.94, 7.70
150.60, 172, -25, 80.94, 7.70
150.65, 171, -26, 80.94, 7.70
150.70, 169, -25, 80.94, 7.70
150.75, 171, -25, 80.94, 7.70
150.80, 174, -23, 80.94, 7.70
150.85, 176, -21, 80.94, 7.70
150.90, 178, -20, 80.92, 7.70
150.95, 179, -19, 80.94, 7.80
151.00, 180, -19, 80.94, 7.70
151.05, 180, -20, 80.94, 7.70
151.10, 183, -20, 80.91, 7.70
151.15, 180, -21, 80.92, 7.70
151.20, 181, -20, 80.92, 7.70
151.25, 180, -20, 80.92, 7.70
151.30, 178, -20, 80.92, 7.70
151.35, 173, -19, 80.94, 7.70
151.40, 169, -18, 80.94, 7.70
151.45, 168, -18, 80.94, 7.70
151.50, 165, -18, 80.94, 7.70
151.55, 160, -17, 80.94, 7.70
151.60, 157, -18, 80.96, 7.70
151.65, 155, -18, 80.94, 7.70
151.70, 153, -19, 80.96, 7.70
151.75, 151, -20, 80.94, 7.70
151.80, 152, -21, 80.94, 7.70
151.85, 154, -23, 80.94, 7.70
151.90, 153, -25, 80.94, 7.70
151.95, 150, -26, 80.94, 7.70
152.00, 144, -27, 80.94, 7.70
152.05, 141, -27, 80.94, 7.70
152.10, 140, -27, 80.94, 7.70
152.15, 140, -27, 80.94, 7.80
152.20, 139, -26, 80.94, 7.70
152.25, 140, -26, 80.94, 7.70
152.30, 139, -26, 80.94, 7.70
152.35, 140, -26, 80.94, 7.70
152.40, 139, -26, 80.94, 7.70
152.45, 139, -25, 80.94, 7.70
152.50, 138, -24, 80.94, 7.70
152.55, 140, -23, 80.92, 7.70
152.60, 136, -22, 80.94, 7.70
152.65, 135, -21, 80.94, 7.70
152.70, 133, -21, 80.94, 7.70
152.75, 132, -21, 80.94, 7.70
152.80, 130, -21, 80.94, 7.70
152.85, 130, -22, 80.94, 7.70
152.90, 128, -22, 80.94, 7.70
152.95, 127, -21, 80.94, 7.70
153.00, 126, -20, 80.94, 7.70
153.05, 128, -20, 80.94, 7.70
153.10, 132, -19, 80.92, 7.70
153.15, 130, -19, 80.94, 7.70
153.20, 128, -18, 80.94, 7.70
153.25, 125, -17, 80.94, 7.70
153.30, 121, -16, 80.94, 7.70
153.35, 121, -15, 80.94, 7.90
153.40, 117, -13, 80.94, 7.70
153.45, 116, -12, 80.94, 7.70
153.50, 117, -12, 80.94, 7.70
153.55, 116, -12, 80.94, 7.70
153.60, 115, -12, 80.94, 7.70
153.65, 111, -12, 80.96, 7.70
153.70, 113, -13, 80.94, 7.70
153.75, 112, -14, 80.94, 7.70
153.80, 110, -15, 80.94, 7.70
153.85, 109, -16, 80.94, 7.70
153.90, 106, -18, 80.94, 7.70
153.95, 106, -19, 80.94, 7.70
154.00, 104, -20, 80.94, 7.70
154.05, 103, -21, 80.94, 7.70
154.10, 102, -21, 80.94, 7.70
154.15, 102, -21, 80.94, 7.70
154.20, 104, -20, 80.94, 7.70
154.25, 109, -19, 80.92, 7.70
154.30, 112, -18, 80.91, 7.70
154.35, 114, -17, 80.91, 7.70
154.40, 116, -17, 80.91, 7.70
154.45, 116, -18, 80.91, 7.70
154.50, 117, -19, 80.91, 7.70
154.55, 114, -20, 80.91, 7.80
154.60, 111, -20, 80.92, 7.70
154.65, 111, -20, 80.91, 7.70
154.70, 106, -19, 80.92, 7.70
154.75, 100, -19, 80.94, 7.70
