P,T
451.1735754,160.824
451.8193738,160.839
451.7732435,160.855
450.3289219,160.87
451.1735754,160.885
449.8994458,160.901
450.1127433,160.916
449.3287475,160.931
449.8360294,160.947
448.6083217,160.962
449.6515593,160.978
448.8676124,160.993
449.2221312,161.008
450.1127433,161.024
449.867739,161.039
449.6515593,161.055
448.6370555,161.07
449.1760185,161.085
448.7610172,161.101
449.8216223,161.116
449.9426764,161.132
448.5448348,161.147
448.161612,161.162
448.2220714,161.178
447.4843791,161.193
447.5765866,161.209
447.6401263,161.224
446.9772583,161.239
446.8389587,161.255
446.8850583,161.27
446.6402627,161.285
446.0871222,161.301
445.9631209,161.316
445.3639231,161.332
445.746924,161.347
445.0270519,161.362
444.6726013,161.378
444.7647739,161.393
443.9352626,161.409
443.1058442,161.424
442.0922368,161.439
441.9079595,161.455
442.5990232,161.47
441.5996157,161.486
440.4339058,161.501
440.4198138,161.516
439.4987102,161.532
440.0795178,161.547
438.8680452,161.562
439.7110563,161.577
438.8680452,161.592
436.9481787,161.608
437.5327199,161.623
438.4215851,161.638
436.980242,161.654
435.9674728,161.669
436.1195164,161.685
435.0008677,161.7
435.7373173,161.715
435.7373173,161.731
436.059537,161.746
434.8766968,161.762
433.1600644,161.777
435.3230554,161.792
435.2449179,161.808
434.2644915,161.823
434.4164463,161.839
433.1002035,161.854
432.9299961,161.869
432.9621672,161.885
433.1600644,161.9
433.5281884,161.915
431.6877512,161.931
432.4837061,161.946
432.299662,161.962
431.5037326,161.977
430.4779536,161.992
429.5258219,162.008
429.7557844,162.023
430.9194765,162.039
429.985754,162.054
429.6637986,162.069
428.4084122,162.085
429.1304688,162.1
427.0290393,162.116
427.8243217,162.131
426.9967062,162.146
427.5024603,162.162
426.1555694,162.177
426.8128043,162.193
426.077242,162.208
424.7630487,162.223
426.6748808,162.239
425.1307321,162.254
423.9953235,162.269
423.5546762,162.285
424.6387351,162.3
425.1766938,162.316
423.9817821,162.331
424.2386561,162.346
422.9708537,162.362
423.7060607,162.377
424.3170223,162.393
423.200598,162.408
423.5222521,162.423
422.0654244,162.439
421.6059987,162.454
421.2250297,162.47
421.5600577,162.485
421.9600633,162.5
420.0307559,162.516
420.870977,162.531
420.2604089,162.546
421.362843,162.561
419.8795631,162.576
420.9034755,162.592
418.2130084,162.607
418.4826605,162.622
418.652987,162.638
419.5255442,162.653
418.6989085,162.669
416.8489681,162.684
417.9967747,162.699
418.7122729,162.715
416.9081813,162.73
417.0266177,162.746
416.8755737,162.761
415.8849481,162.776
416.2787446,162.792
416.2195554,162.807
415.8655834,162.823
415.9767541,162.838
414.8751571,162.853
415.071988,162.869
415.1637868,162.884
414.855731,162.899
413.4525036,162.915
413.8196138,162.93
413.4198035,162.946
412.7183379,162.961
412.0301236,162.976
411.984245,162.992
412.0432649,163.007
411.9383666,163.023
411.0667312,163.038
412.2726702,163.053
411.296099,163.069
410.6211106,163.084
410.8373706,163.1
410.4704083,163.115
409.7365384,163.13
410.4507142,163.146
409.25814,163.161
408.2690169,163.177
408.707786,163.192
408.2101479,163.207
408.63587,163.223
406.7689047,163.238
408.832337,163.253
407.6989099,163.269
405.9566297,163.284
406.3233914,163.3
406.611433,163.315
406.2775452,163.331
405.760325,163.347
405.3936028,163.362
405.0398049,163.378
406.4150847,163.393
405.4982031,163.408
403.8022716,163.424
405.7274128,163.439
403.9598553,163.455
404.4568157,163.47
404.4768769,163.485
403.4686095,163.501
402.8857137,163.516
404.0772611,163.531
403.4484871,163.546
401.6815642,163.561
401.8776311,163.577
401.0987523,163.592
401.9234501,163.607
400.7908246,163.623
400.6406267,163.638
401.7529715,163.654
400.3199556,163.669
401.3533891,163.684
401.7529715,163.7
400.7908246,163.715
399.1417211,163.731
399.1875246,163.746
399.3249367,163.761
398.4089042,163.777
399.0959179,163.792
397.8135439,163.808
398.3173072,163.823
397.0019138,163.838
397.9967266,163.854
397.3224615,163.869
395.6614871,163.884
396.8771717,163.9
396.7145431,163.915
395.4325818,163.931
396.4856051,163.946
395.7530513,163.961
396.7524229,163.977
395.4909475,163.992
395.0663479,164.008
395.1830535,164.023
396.1319258,164.038
395.2494626,164.054
393.9012761,164.069
393.3269847,164.085
394.6004694,164.1
395.5493165,164.115
392.9525879,164.131
395.2871951,164.146
393.0648897,164.162
391.6462435,164.177
391.0971631,164.192
392.424177,164.208
393.2729806,164.223
391.8084417,164.238
391.3508328,164.254
390.3775328,164.269
389.3376897,164.285
390.7559835,164.3
389.2919428,164.315
391.076281,164.331
389.5788142,164.346
390.161182,164.362
389.0508438,164.377
388.5600312,164.392
388.8925964,164.408
390.1278342,164.423
387.5537708,164.439
387.9319984,164.454
387.108728,164.469
386.6056634,164.485
386.9592268,164.5
386.2732739,164.515
386.6391075,164.53
386.5722166,164.545
386.331279,164.561
387.944329,164.576
385.005231,164.591
384.1822863,164.607
384.4108729,164.622
385.6118893,164.638
383.9201875,164.653
384.377366,164.668
384.0116209,164.684
382.5031135,164.699
383.6123643,164.715
382.1131891,164.73
382.7773647,164.745
382.0917557,164.761
381.6347184,164.776
382.3659917,164.792
381.2691089,164.807
381.1898132,164.822
380.7664253,164.838
380.4008587,164.853
379.6240897,164.868
380.3094699,164.884
381.9546416,164.899
379.0421767,164.915
380.2637759,164.93
379.6240897,164.945
378.0707964,164.961
379.1792413,164.976
378.5732967,164.992
377.705363,165.007
378.0491125,165.022
376.8951638,165.038
376.3351486,165.053
377.3062457,165.069
377.3182193,165.084
375.6163884,165.099
376.8157722,165.115
375.2967291,165.13
375.1140729,165.146
375.2629695,165.161
375.570722,165.176
375.1716383,165.192
373.6529853,165.207
372.7737789,165.222
374.5204712,165.238
373.6648366,165.253
372.2716725,165.269
372.8312504,165.284
371.5531775,165.299
371.8962582,165.315
371.108542,165.33
371.5193155,165.346
371.5531775,165.361
371.1998231,165.376
370.5034972,165.392
370.2870636,165.407
370.1957938,165.423
370.5152429,165.438
367.7775558,165.453
368.610437,165.469
368.4618826,165.484
368.6443804,165.499
369.1579725,165.514
367.6290487,165.529
367.23014,165.545
367.3786304,165.56
366.8652186,165.575
366.7739911,165.591
365.6453241,165.606
366.0101969,165.622
366.5003153,165.637
365.1436534,165.652
365.0524442,165.668
365.952994,165.683
365.7481258,165.699
363.4449565,165.714
365.2804693,165.729
363.1829035,165.745
363.866827,165.76
363.1944031,165.776
363.787153,165.791
362.590221,165.806
362.8978614,165.822
362.1799302,165.837
361.3138354,165.852
362.0431716,165.868
361.7696621,165.883
362.1913962,165.899
360.8694585,165.915
361.0061997,165.929
360.2655406,165.945
360.6415621,165.96
360.7668804,165.976
359.6730919,165.991
360.0376701,166.006
360.1857904,166.022
359.8667669,166.037
359.2743312,166.053
357.5997396,166.068
358.3743221,166.083
358.0327124,166.099
357.9871515,166.114
356.5974592,166.13
357.7364247,166.145
357.1671033,166.16
357.645301,166.176
356.062078,166.191
356.7228431,166.206
355.3220262,166.222
355.3563366,166.237
356.0395583,166.253
356.0508181,166.268
354.8665677,166.283
354.2177741,166.299
354.4678855,166.314
355.1853857,166.33
353.4548246,166.345
352.9195704,166.36
352.6807574,166.376
353.8758444,166.391
352.589696,166.407
351.6447309,166.422
351.7246686,166.437
351.6103153,166.453
351.2350077,166.468
351.0073935,166.483
350.4500759,166.498
350.9163498,166.513
351.1328661,166.529
349.1867324,166.544
349.7328836,166.559
349.5053157,166.575
348.9136719,166.59
348.003543,166.606
347.7305262,166.621
347.6395229,166.636
347.5830455,166.652
346.5930648,166.667
347.0025307,166.683
344.3186668,166.698
345.9106719,166.713
345.3757044,166.729
344.8644585,166.744
345.228342,166.76
345.0918836,166.775
345.2738287,166.79
344.5005929,166.806
345.7396248,166.821
343.5000548,166.836
343.5910072,166.852
343.6364839,166.867
342.6360627,166.883
340.9538416,166.898
340.6356267,166.913
342.1012273,166.929
342.9088914,166.944
341.5556221,166.96
340.5554506,166.975
340.7720028,166.99
341.0100572,167.006
340.1008719,167.021
340.2719692,167.037
340.7372899,167.052
339.5554143,167.067
339.0233778,167.083
337.6011886,167.098
339.3736041,167.114
339.4645086,167.129
337.7375132,167.144
337.4996691,167.16
338.7827517,167.175
336.4546455,167.19
337.9647264,167.206
336.4198144,167.221
337.475503,167.237
335.8186165,167.252
335.2840558,167.267
335.6474795,167.283
335.1372177,167.298
334.9555219,167.314
334.0122132,167.329
333.9318934,167.344
334.0576324,167.36
332.9781349,167.375
334.5572618,167.391
333.1038883,167.406
332.3423642,167.421
332.6392926,167.437
333.9424111,167.452
332.5589469,167.467
330.6065701,167.482
331.3783784,167.497
331.7416101,167.513
330.5261781,167.528
330.445781,167.543
330.3095821,167.559
330.4807791,167.574
330.1629944,167.59
329.6882875,167.605
330.0268051,167.62
328.0647131,167.636
328.9477316,167.651
328.1204187,167.667
327.9492006,167.682
328.7558262,167.697
327.4850658,167.713
327.4396856,167.728
326.8951442,167.744
327.1323211,167.759
326.7692925,167.774
325.8515522,167.79
325.9071712,167.805
326.5424087,167.82
326.5424087,167.836
326.1794091,167.851
324.9544171,167.867
325.2719882,167.882
325.8061819,167.897
323.5833821,167.913
324.001786,167.928
324.319316,167.944
323.9110656,167.959
323.4019585,167.974
323.5481952,167.99
321.8701516,168.005
321.8146926,168.021
322.72166,168.036
320.736554,168.051
322.72166,168.067
321.2806592,168.082
321.6887643,168.098
321.4166917,168.113
320.7818946,168.128
320.6458738,168.144
319.648464,168.159
322.5957453,168.174
320.736554,168.19
318.7418447,168.205
319.2404715,168.221
319.8851826,168.236
319.7491739,168.251
318.3239075,168.267
318.4698806,168.282
318.6511889,168.298
318.6158653,168.313
318.6611943,168.328
318.1725792,168.344
318.6058614,168.359
318.3892244,168.375
319.1598317,168.39
316.8482508,168.405
317.4727645,168.421
316.2492151,168.436
316.0778846,168.451
316.2945281,168.466
315.8060098,168.481
315.4534232,168.497
315.433628,168.512
314.5275257,168.527
314.5275257,168.543
312.6348761,168.558
312.6801685,168.574
312.8613406,168.589
313.5053102,168.604
312.3533336,168.62
311.4573731,168.635
311.8649491,168.651
311.9555246,168.666
311.1403851,168.681
310.0892304,168.697
310.6422887,168.712
309.7367447,168.729
310.697307,168.743
309.2743231,168.758
308.9315292,168.774
310.1442258,168.789
306.8301405,168.804
308.7051779,168.82
308.8313118,168.835
307.5638921,168.851
307.3828499,168.866
306.7135859,168.881
307.7545784,168.897
307.3828499,168.912
306.9851351,168.928
305.889421,168.943
307.483001,168.958
306.7848855,168.974
305.6536002,168.989
306.5778151,169.005
305.6727401,169.02
304.6772857,169.035
304.8130216,169.051
304.5867965,169.066
303.13912,169.082
303.5462504,169.097
303.8271909,169.112
304.2343723,169.128
302.8677123,169.143
303.4747664,169.158
302.424849,169.174
301.8368494,169.189
302.0083201,169.205
303.4200319,169.22
301.0774128,169.235
300.8776934,169.251
301.6465007,169.266
301.2488965,169.282
301.3939998,169.297
299.9826956,169.312
301.6653709,169.328
299.6115968,169.343
299.2046833,169.359
298.6715019,169.374
299.5757485,169.389
299.0877479,169.405
299.0425345,169.42
297.9574952,169.435
299.847044,169.45
296.6373518,169.465
297.2342243,169.481
296.5562221,169.496
295.8238486,169.511
296.2038982,169.527
295.4263567,169.542
295.9234762,169.558
294.7845027,169.573
294.9560371,169.588
294.3870332,169.604
295.0740503,169.619
293.2574997,169.635
293.5645876,169.65
293.0676429,169.665
293.9351991,169.681
293.6549448,169.696
292.977293,169.712
293.5737517,169.727
292.7062496,169.742
291.7125092,169.758
292.0738539,169.773
291.586107,169.788
290.5473237,169.804
290.9447105,169.819
289.9873189,169.835
290.0776294,169.85
289.8608952,169.865
288.9488276,169.881
289.9873189,169.896
288.2806163,169.912
289.4093524,169.927
287.7299154,169.942
288.4612025,169.958
288.3709089,169.973
287.7388843,169.989
288.0097453,170.004
287.3687949,170.019
288.9939763,170.035
287.0528289,170.05
287.3687949,170.066
286.1501435,170.081
285.7439711,170.096
284.3088373,170.112
283.992992,170.127
284.0832322,170.142
285.2926945,170.158
283.713444,170.173
283.9115934,170.189
283.8664728,170.204
284.1195047,170.219
283.8939127,170.235
282.2786392,170.25
282.9553099,170.266
282.6846342,170.281
281.8638943,170.296
282.5856146,170.312
282.4502867,170.327
282.4678707,170.343
281.3226503,170.358
281.6471359,170.373
281.2775484,170.389
282.0079883,170.404
281.1509926,170.419
281.9177736,170.434
281.0607883,170.449
281.1960952,170.465
280.2489993,170.48
280.4293892,170.495
280.0148078,170.511
280.4657618,170.526
278.6794412,170.542
278.7158635,170.557
278.4540008,170.572
278.4540008,170.588
277.7153708,170.603
276.8675055,170.619
276.9941263,170.634
276.118407,170.649
275.5604098,170.665
275.8844659,170.68
274.6590992,170.696
274.9745454,170.711
274.3351464,170.726
274.487375,170.742
273.1186444,170.757
274.3887275,170.772
272.6400156,170.788
272.4964028,170.803
272.4513534,170.819
272.3246589,170.834
270.7396784,170.849
271.9558277,170.865
271.2435385,170.88
272.2796091,170.896
270.3343398,170.911
270.2076133,170.926
271.2069097,170.942
271.5419957,170.957
270.612958,170.973
270.4411909,170.988
268.3613245,171.003
269.2618954,171.019
268.7665678,171.034
267.6942652,171.05
268.3613245,171.065
268.0011268,171.08
267.2807843,171.096
267.9193846,171.111
267.0639674,171.126
266.1021335,171.142
266.5687712,171.157
266.0653657,171.173
265.6684996,171.188
267.0722431,171.203
265.5334683,171.219
264.903355,171.234
264.858349,171.25
265.0833819,171.265
263.500139,171.28
265.021959,171.296
264.2364741,171.311
264.4983106,171.327
262.9396232,171.342
262.0235221,171.357
262.6533895,171.373
261.0499864,171.388
262.2484685,171.403
261.3937084,171.418
262.0397359,171.433
261.3118221,171.449
261.1318814,171.464
261.7167048,171.479
259.8194092,171.495
259.5945367,171.51
260.5390471,171.526
259.8724191,171.541
259.6475377,171.557
259.1528228,171.573
259.4387022,171.588
259.3327153,171.604
257.7667685,171.619
259.3857071,171.634
259.2957568,171.65
257.7747323,171.665
256.9574323,171.681
258.0365669,171.696
258.3963135,171.711
258.2983934,171.727
256.6876733,171.742
257.1002567,171.757
256.8675116,171.773
256.7405616,171.788
256.9124718,171.804
255.8335015,171.819
255.7435945,171.834
255.8335015,171.85
255.1592252,171.865
255.0322493,171.881
255.2940756,171.896
254.3130782,171.911
254.672655,171.927
253.8929066,171.942
254.672655,171.958
252.5154569,171.973
252.4178027,171.988
252.7401356,172.004
253.4142128,172.019
252.290785,172.035
251.7438384,172.05
251.4370943,172.065
251.1226016,172.081
251.7144307,172.096
251.3472379,172.111
251.4820229,172.127
251.2573825,172.142
249.954603,172.158
250.860779,172.173
249.1011825,172.188
250.2613336,172.204
250.4564521,172.219
249.2359265,172.235
249.4605054,172.25
247.9784111,172.265
248.1207748,172.281
248.4800617,172.296
248.6597117,172.312
247.3048303,172.327
247.0354152,172.342
248.4428006,172.358
246.9981162,172.373
247.0506233,172.388
246.3695019,172.403
246.4593007,172.418
238.075143,172.434
247.0430192,172.449
245.7858366,172.464
245.1573257,172.48
246.3619204,172.495
245.3817877,172.511
244.7533112,172.526
245.3368948,172.541
243.8555803,172.557
244.3942057,172.572
243.1374743,172.588
242.3296886,172.603
242.1950662,172.618
242.5091889,172.634
241.3351018,172.649
233.7707877,172.665
242.5989407,172.68
233.9949108,172.695
231.8884217,172.711
241.2527785,172.726
239.6002045,172.741
241.2976466,172.757
240.6246535,172.772
230.6856386,172.788
240.0863032,172.803
238.075143,172.818
231.9403321,172.834
231.2681484,172.849
230.7752525,172.865
239.4582775,172.88
230.2823896,172.895
239.1516243,172.911
229.6551572,172.926
237.6266554,172.942
228.8865937,172.957
228.8935894,172.972
227.6842023,172.988
228.6626256,173.003
236.2813564,173.019
235.4670783,173.034
235.9674886,173.049
228.4456452,173.065
234.7497883,173.08
226.1546481,173.095
234.7121508,173.111
225.8859868,173.126
234.8914717,173.142
225.9824378,173.157
225.930763,173.172
225.4967768,173.188
225.527787,173.203
225.1317027,173.219
223.9229322,173.234
232.3813759,173.249
225.2212491,173.265
224.2810657,173.28
233.8084509,173.296
232.8224168,173.311
232.5158236,173.326
231.48512,173.342
223.0276743,173.357
222.4905717,173.372
231.3884206,173.387
222.0877704,173.402
221.6849912,173.418
221.0965029,173.433
220.8280257,173.448
221.3202413,173.464
229.282744,173.479
221.8260073,173.495
220.5282456,173.51
219.7609049,173.525
219.7161647,173.541
219.30684,173.556
218.5910964,173.572
218.3740843,173.587
217.9267784,173.602
218.4188163,173.618
218.5596637,173.633
218.7766827,173.649
216.7257761,173.664
217.5689532,173.679
217.8820493,173.695
217.4861131,173.71
217.1216962,173.725
216.8152234,173.741
216.6363298,173.756
215.5565101,173.772
216.0483899,173.787
215.8248041,173.802
216.719188,173.818
214.6622672,173.833
215.3907391,173.849
213.7681327,173.864
213.8063461,173.879
213.9981529,173.895
213.276405,173.91
214.1704798,173.926
213.1552396,173.941
211.9354959,173.956
212.6123702,173.972
213.3722833,173.987
212.1142697,174.003
212.835866,174.018
212.0248822,174.033
211.9866183,174.049
211.4438903,174.064
210.8182579,174.079
209.4841413,174.095
210.3394748,174.11
209.5224739,174.126
209.350104,174.141
210.9076307,174.156
209.0883688,174.172
208.807656,174.187
209.350104,174.203
208.3672382,174.218
207.4675593,174.233
207.7355592,174.249
208.8203022,174.264
209.0883688,174.28
207.1995692,174.295
207.2951704,174.31
207.0209145,174.326
206.8547787,174.341
205.9553048,174.356
205.6873609,174.372
206.2232584,174.386
205.4194267,174.402
204.7942848,174.417
205.5596065,174.432
204.7558209,174.448
205.1577027,174.463
203.3717288,174.479
203.4102307,174.494
204.5325626,174.509
202.4281564,174.525
203.3209458,174.54
202.836021,174.556
202.7406204,174.571
203.1485125,174.586
201.8986259,174.602
202.0325322,174.617
201.7647221,174.633
200.4583566,174.648
201.853991,174.663
200.9999181,174.679
200.0627871,174.694
198.8580794,174.709
199.7950573,174.725
199.6672126,174.74
199.9795698,174.756
200.2919402,174.771
199.8010783,174.786
199.661196,174.802
199.0811585,174.817
198.5577383,174.833
197.0350132,174.848
196.8060677,174.863
198.0223627,174.879
198.2394624,174.894
195.8307608,174.91
196.0983554,174.925
197.1242249,174.94
196.8625155,174.956
195.8248726,174.971
195.6582519,174.987
196.5443681,175.002
195.6582519,175.017
193.6845368,175.033
194.6208572,175.048
193.8686967,175.063
195.0338963,175.079
195.0784914,175.094
193.2057306,175.11
194.3145745,175.125
193.7349387,175.14
193.8241105,175.156
193.1999306,175.171
193.8241105,175.187
192.7987001,175.202
192.1746071,175.217
192.091218,175.233
192.2579913,175.248
190.7483072,175.264
191.1551575,175.279
191.5117379,175.294
191.3334456,175.31
191.4614227,175.325
190.3529146,175.34
191.1939963,175.355
190.9265796,175.37
189.4170748,175.386
190.7540251,175.401
189.5450813,175.416
189.5450813,175.432
190.0912152,175.447
188.520266,175.463
187.8074351,175.478
187.1837645,175.493
187.6348515,175.509
187.5959135,175.524
188.520266,175.54
187.6348515,175.555
187.0669099,175.57
186.4265212,175.586
186.8887133,175.601
185.5802826,175.617
186.3931233,175.632
185.8085198,175.647
185.6303653,175.663
185.8475053,175.678
184.8787778,175.693
184.8732569,175.709
184.695125,175.724
185.8140721,175.74
185.4076783,175.755
184.7396575,175.77
184.8842988,175.786
184.0716973,175.801
183.799045,175.817
183.0921318,175.832
183.676431,175.847
182.7804792,175.863
182.8804293,175.878
183.6373826,175.894
182.5687652,175.909
182.3906773,175.924
181.9737232,175.94
182.8250002,175.955
181.3168389,175.971
182.9694786,175.986
181.5448188,176.001
180.8325922,176.017
181.0551556,176.032
179.4866716,176.047
180.8272069,176.063
181.7619871,176.078
180.0759268,176.094
178.7355092,176.109
179.1805016,176.124
178.2852434,176.14
179.2748364,176.155
178.5967059,176.171
178.6963252,176.186
180.6990574,176.201
178.7461398,176.217
178.0680711,176.232
179.7928339,176.248
179.4920122,176.263
179.1858317,176.278
177.7121288,176.294
179.5026934,176.309
179.1858317,176.324
179.3193391,176.339
177.8456051,176.354
178.0627781,176.37
178.6963252,176.385
179.0915009,176.4
178.0182859,176.416
178.3403409,176.431
177.3169819,176.447
177.9790839,176.462
177.4896736,176.477
176.1603123,176.493
174.7369681,176.508
175.6657942,176.524
174.5094216,176.539
175.3989229,176.554
174.4701216,176.57
175.0483011,176.585
173.6200277,176.601
174.5983669,176.616
173.7585784,176.631
173.224966,176.647
174.5145954,176.662
172.8692459,176.677
173.397696,176.693
172.79055,176.708
171.4909927,176.724
171.7081942,176.739
172.6469296,176.754
169.7574274,176.77
169.9796565,176.785
170.4685843,176.801
169.9402306,176.816
169.5796488,176.831
170.073575,176.847
168.2958482,176.862
169.1352213,176.878
167.9354009,176.893
168.1131397,176.908
169.1896531,176.924
167.4910725,176.939
167.4466411,176.955
166.9628346,176.97
166.3852702,176.985
166.8690578,177.001
167.3627133,177.016
166.5234561,177.031
165.9805565,177.047
165.496798,177.062
165.2746967,177.078
166.3359441,177.093
165.5412191,177.108
165.7237851,177.124
164.021408,177.139
164.6035911,177.155
163.9374099,177.17
163.9374099,177.185
165.6696063,177.202
163.8534069,177.216
164.5640176,177.232
164.243457,177.247
162.9160491,177.262
163.5821379,177.278
164.4307728,177.293
162.7828385,177.308
163.3156951,177.323
164.6132749,177.338
163.049262,177.354
162.8668614,177.369
162.9604531,177.384
162.018513,177.4
162.072423,177.415
160.1191334,177.431
160.1588274,177.446
160.8199296,177.461
161.5396563,177.477
159.9812862,177.492
160.0256711,177.508
159.8037492,177.523
158.729326,177.538
158.4677217,177.554
159.4043067,177.569
158.955854,177.585
158.2458541,177.6
157.2697159,177.615
157.9398696,177.631
158.3836077,177.646
157.6292688,177.661
156.9193734,177.677
156.4711536,177.692
156.5200873,177.708
156.8750072,177.723
155.1449341,177.738
154.6480202,177.754
153.8054235,177.769
153.9828043,177.785
155.9831859,177.8
155.415607,177.815
155.3268901,177.831
154.7367202,177.846
154.6615472,177.862
154.1691747,177.877
153.0560585,177.892
153.6325219,177.908
153.4107998,177.923
152.6215372,177.939
153.9429439,177.954
152.0362722,177.969
153.1536593,177.985
153.8632151,178
152.1737056,178.015
151.854517,178.031
151.2382771,178.046
151.9564387,178.062
150.8393119,178.077
151.3269389,178.092
150.4360004,178.108
150.617674,178.123
151.3357342,178.139
149.8154853,178.154
150.0058294,178.169
146.9012013,178.637
148.1014581,178.652
148.3629639,178.668
147.215509,178.683
147.0868825,178.698
148.5530838,178.714
147.8885276,178.729
147.5826948,178.744
147.9371143,178.759
148.4287701,178.774
147.6312708,178.79
147.3611913,178.805
138.2932028,178.82
138.027717,178.836
139.2224784,178.851
139.1822157,178.867
138.6511722,178.882
139.8903334,178.897
138.8321618,178.913
139.6770544,178.928
139.7173066,178.944
138.4338813,178.959
137.7258804,178.974
138.9728944,178.99
138.9728944,179.005
138.6630925,179.021
138.401523,179.036
136.8891319,179.051
137.0257848,179.067
136.8891319,179.082
136.8084661,179.097
138.0514333,179.113
136.9412077,179.128
136.1005515,179.144
136.4545003,179.159
137.166372,179.174
137.3394468,179.19
137.2145471,179.205
136.6757269,179.221
135.12728,179.236
135.5735299,179.251
135.3523291,179.267
134.5079923,179.282
135.1753732,179.298
134.8695567,179.313
135.4889155,179.328
135.0022721,179.344
135.1792296,179.359
134.7810811,179.375
134.0252637,179.39
132.6946639,179.405
133.4502762,179.421
133.3175932,179.436
132.2599737,179.451
132.8791131,179.467
133.719457,179.482
132.0351139,179.498
133.4540749,179.513
132.2599737,179.528
132.0388652,179.544
132.3964052,179.559
131.8582377,179.575
131.9946442,179.59
131.2429292,179.605
130.4949904,179.621
130.8487048,179.636
129.9607689,179.652
129.8318216,179.667
129.5223633,179.682
129.5223633,179.698
129.699195,179.713
128.5940664,179.728
130.0970819,179.743
127.5774946,179.758
127.2645396,179.775
127.9752669,179.789
128.0194651,179.804
126.8262056,179.82
125.7621518,179.835
126.4726844,179.851
125.5854204,179.866
126.4726844,179.881
125.9866204,179.897
125.10295,179.912
125.5924908,179.928
126.0308067,179.943
126.4284955,179.958
123.7334704,179.974
125.5005886,179.989
124.4472602,180.005
126.4320587,180.02
126.0379067,180.035
125.7727751,180.051
125.7179685,180.066
125.3238577,180.081
123.7369434,180.097
125.0181047,180.112
123.7369434,180.128
122.9384055,180.143
122.8093451,180.158
124.131035,180.174
122.1026819,180.189
121.8342913,180.205
122.2351761,180.22
122.1502662,180.235
120.6454034,180.251
122.3745271,180.266
121.2228372,180.282
119.8031536,180.297
120.604616,180.312
120.2513701,180.328
120.2072156,180.343
119.1034379,180.359
119.283355,180.374
118.7944099,180.389
118.5328376,180.405
119.0151429,180.42
118.8418649,180.435
117.8232632,180.451
117.4260129,180.466
117.7415275,180.482
116.3700096,180.497
116.1019999,180.512
115.9286942,180.528
116.2817444,180.543
116.7736951,180.559
115.8845641,180.574
116.6348116,180.589
115.0934512,180.605
115.755381,180.62
115.4874053,180.636
115.4432778,180.651
114.6931518,180.666
113.9021276,180.682
114.6521978,180.697
116.2376122,180.712
115.3108971,180.727
115.1817051,180.742
113.8580082,180.758
113.6342805,180.773
114.1636972,180.788
112.4904381,180.804
112.840227,180.819
114.0344873,180.835
113.6342805,180.85
113.5964305,180.865
112.4432324,180.881
112.8905579,180.896
112.4494219,180.912
111.3436397,180.927
111.7405881,180.942
110.2852151,180.958
111.0820682,180.973
111.7436593,180.989
110.0236463,181.004
112.0052323,181.019
112.3581061,181.035
111.6082696,181.05
110.5528382,181.065
110.2882375,181.081
109.4063037,181.096
110.1529227,181.112
109.4033109,181.127
109.6267773,181.142
108.6978635,181.158
108.3040351,181.173
109.3151263,181.189
107.9954295,181.204
107.1990125,181.219
107.9072588,181.235
107.1549332,181.25
106.626003,181.266
107.9102015,181.281
106.146951,181.296
106.8492933,181.312
105.6592638,181.327
106.7170583,181.343
107.1578508,181.358
104.2050445,181.373
104.6869173,181.389
104.2462873,181.404
103.9791105,181.419
104.5547255,181.435
104.5547255,181.45
103.3651063,181.466
103.4532197,181.481
102.1343797,181.496
102.7098271,181.512
102.3105838,181.527
102.3105838,181.543
102.0462792,181.558
102.1343797,181.573
101.2507024,181.589
101.2947463,181.604
101.6057926,181.62
100.6808567,181.635
101.1626154,181.65
99.57989396,181.666
99.35706462,181.681
99.1369058,181.696
99.66796491,181.711
99.53319641,181.726
97.90674606,181.742
99.4477895,181.757
97.99479699,181.772
97.95077139,181.788
99.1369058,181.803
97.46391401,181.819
98.47646886,181.834
98.30560475,181.849
98.52312471,181.865
96.98485186,181.88
97.55714901,181.896
96.63012592,181.911
95.96989205,181.926
95.8793252,181.942
95.83785239,181.957
96.62756072,181.973
95.18272276,181.988
95.79383969,182.003
96.45661707,182.019
95.49081198,182.034
94.74011582,182.049
95.39773728,182.065
94.96015771,182.08
94.87214017,182.096
94.12155232,182.111
92.76247045,182.126
95.13871106,182.142
93.90401666,182.157
93.72553992,182.173
93.32709412,182.188
93.02645929,182.203
92.49363762,182.219
94.26101812,182.234
92.84802717,182.25
92.27367677,182.265
92.27851549,182.28
90.9611753,182.296
92.09771282,182.311
90.78522524,182.327
93.02645929,182.342
91.04677377,182.357
91.35946675,182.373
91.22034022,182.388
91.22034022,182.403
90.52130804,182.419
90.87082749,182.434
90.20871628,182.45
90.69725178,182.465
90.03514015,182.48
90.78522524,182.496
88.93569612,182.511
89.90319819,182.527
89.77359404,182.542
89.10928276,182.557
88.19045045,182.573
88.67185399,182.589
88.58390872,182.605
87.52638707,182.62
89.55369261,182.635
88.89402777,182.651
88.01456663,182.666
87.61884342,182.681
87.52864744,182.696
87.97059634,182.711
87.09124556,182.727
86.91762779,182.742
86.16582558,182.757
87.0450366,182.773
86.34165938,182.788
84.32197734,182.804
86.12408108,182.819
84.93728021,182.834
84.4098746,182.85
84.80325612,182.865
83.79461584,182.881
84.49561406,182.896
83.66278137,182.911
83.13758036,182.927
83.13546711,182.942
83.13969361,182.958
81.55581138,182.973
